index,latitude,longitude,elevation_m
643,35.652113,-117.710698,90.0
644,35.652114,-117.710786,90.0
645,35.652114,-117.710874,90.0
646,35.652115,-117.710963,90.0
647,35.652116,-117.711051,90.0
648,35.652116,-117.71114,90.0
649,35.652117,-117.711228,90.0
650,35.652117,-117.711316,90.0
651,35.652118,-117.711405,90.0
652,35.652119,-117.711493,90.0
653,35.652119,-117.711581,90.0
654,35.65212,-117.71167,90.0
655,35.65212,-117.711758,90.0
656,35.652121,-117.711846,90.0
657,35.652121,-117.711935,90.0
658,35.652122,-117.712023,90.0
659,35.652123,-117.712112,90.0
660,35.652123,-117.7122,90.0
661,35.652124,-117.712288,90.0
662,35.652124,-117.712377,90.0
669,35.652125,-117.712465,90.0
670,35.652125,-117.71254,90.0
671,35.652125,-117.712628,90.0
672,35.652125,-117.712717,90.0
673,35.652125,-117.712805,90.0
674,35.652125,-117.712893,90.0
675,35.652125,-117.712982,90.0
676,35.652125,-117.71307,90.0
677,35.652125,-117.713159,90.0
678,35.652125,-117.713247,90.0
679,35.652125,-117.713335,90.0
680,35.652125,-117.713424,90.0
681,35.652125,-117.713512,90.0
682,35.652125,-117.7136,90.0
683,35.652126,-117.713689,90.0
684,35.652126,-117.713777,90.0
685,35.652126,-117.713866,90.0
686,35.652126,-117.713954,90.0
687,35.652126,-117.714042,90.0
688,35.652126,-117.714131,90.0
689,35.652126,-117.714219,90.0
690,35.652126,-117.714307,90.0
691,35.652126,-117.714396,90.0
692,35.652126,-117.714484,90.0
693,35.652126,-117.714573,90.0
694,35.652126,-117.714661,90.0
695,35.652126,-117.714749,90.0
696,35.652126,-117.714838,90.0
697,35.652126,-117.714926,90.0
698,35.652126,-117.715014,90.0
699,35.652126,-117.715103,90.0
700,35.652126,-117.715191,90.0
701,35.652126,-117.715279,90.0
702,35.652126,-117.715368,90.0
703,35.652126,-117.715456,90.0
704,35.652126,-117.715545,90.0
705,35.652126,-117.715633,90.0
706,35.652126,-117.715721,90.0
707,35.652126,-117.71581,90.0
708,35.652126,-117.715898,90.0
709,35.652126,-117.715986,90.0
710,35.652126,-117.716075,90.0
711,35.652127,-117.716163,90.0
712,35.652127,-117.716252,90.0
713,35.652127,-117.71634,90.0
714,35.652127,-117.716428,90.0
715,35.652127,-117.716517,90.0
716,35.652127,-117.716605,90.0
717,35.652127,-117.716693,90.0
718,35.652127,-117.716782,90.0
719,35.652127,-117.71687,90.0
720,35.652127,-117.716959,90.0
721,35.652127,-117.717047,90.0
722,35.652127,-117.717135,90.0
723,35.652127,-117.717224,90.0
724,35.652127,-117.717312,90.0
725,35.652127,-117.7174,90.0
726,35.652127,-117.717489,90.0
727,35.652127,-117.717577,90.0
728,35.652127,-117.717666,90.0
729,35.652127,-117.717754,90.0
730,35.652127,-117.717842,90.0
731,35.652127,-117.717931,90.0
732,35.652127,-117.718019,90.0
733,35.652127,-117.718107,90.0
734,35.652127,-117.718196,90.0
735,35.652127,-117.718284,90.0
736,35.652127,-117.718373,90.0
737,35.652127,-117.718461,90.0
738,35.652127,-117.718549,90.0
739,35.652127,-117.718638,90.0
740,35.652127,-117.718726,90.0
741,35.652128,-117.718814,90.0
742,35.652128,-117.718903,90.0
743,35.652128,-117.718991,90.0
744,35.652128,-117.719079,90.0
745,35.652128,-117.719168,90.0
746,35.652128,-117.719256,90.0
747,35.652128,-117.719345,90.0
748,35.652128,-117.719433,90.0
749,35.652128,-117.719521,90.0
750,35.652128,-117.71961,90.0
751,35.652128,-117.719698,90.0
752,35.652128,-117.719786,90.0
753,35.652128,-117.719875,90.0
754,35.652128,-117.719963,90.0
755,35.652128,-117.720052,90.0
756,35.652128,-117.72014,90.0
757,35.652128,-117.720228,90.0
758,35.652128,-117.720317,90.0
759,35.652128,-117.720405,90.0
760,35.652128,-117.720493,90.0
761,35.652128,-117.720582,90.0
762,35.652128,-117.72067,90.0
763,35.652128,-117.720759,90.0
764,35.652128,-117.720847,90.0
765,35.652128,-117.720935,90.0
766,35.652128,-117.721024,90.0
767,35.652128,-117.721112,90.0
768,35.652128,-117.7212,90.0
769,35.652128,-117.721289,90.0
770,35.652128,-117.721377,90.0
771,35.652128,-117.721466,90.0
772,35.652129,-117.721554,90.0
773,35.652129,-117.721642,90.0
774,35.652129,-117.721731,90.0
775,35.652129,-117.721819,90.0
776,35.652129,-117.721907,90.0
777,35.652129,-117.721996,90.0
778,35.652129,-117.722084,90.0
779,35.652129,-117.722173,90.0
780,35.652129,-117.722261,90.0
781,35.652129,-117.722349,90.0
782,35.652129,-117.722438,90.0
783,35.652129,-117.722526,90.0
784,35.652129,-117.722614,90.0
785,35.652129,-117.722703,90.0
786,35.652129,-117.722791,90.0
787,35.652129,-117.722879,90.0
788,35.652129,-117.722968,90.0
789,35.652129,-117.723056,90.0
790,35.652129,-117.723145,90.0
791,35.652129,-117.723233,90.0
792,35.652129,-117.723321,90.0
793,35.652129,-117.72341,90.0
794,35.652129,-117.723498,90.0
795,35.652129,-117.723586,90.0
796,35.652129,-117.723675,90.0
797,35.652129,-117.723763,90.0
798,35.652129,-117.723852,90.0
799,35.652129,-117.72394,90.0
800,35.652129,-117.724028,90.0
801,35.652129,-117.724117,90.0
802,35.652129,-117.724205,90.0
803,35.652129,-117.724293,90.0
804,35.652129,-117.724382,90.0
805,35.65213,-117.72447,90.0
806,35.65213,-117.724559,90.0
807,35.65213,-117.724647,90.0
808,35.65213,-117.724735,90.0
809,35.65213,-117.724824,90.0
810,35.65213,-117.724912,90.0
811,35.65213,-117.725,90.0
812,35.65213,-117.725089,90.0
813,35.65213,-117.725177,90.0
814,35.65213,-117.725266,90.0
815,35.65213,-117.725354,90.0
816,35.65213,-117.725442,90.0
817,35.65213,-117.725531,90.0
818,35.65213,-117.725619,90.0
819,35.65213,-117.725707,90.0
820,35.65213,-117.725796,90.0
821,35.65213,-117.725884,90.0
822,35.65213,-117.725972,90.0
823,35.65213,-117.726061,90.0
824,35.65213,-117.726149,90.0
825,35.65213,-117.726238,90.0
826,35.65213,-117.726326,90.0
827,35.65213,-117.726414,90.0
828,35.65213,-117.726503,90.0
829,35.65213,-117.726591,90.0
830,35.65213,-117.726679,90.0
831,35.65213,-117.726768,90.0
832,35.65213,-117.726856,90.0
833,35.65213,-117.726945,90.0
834,35.65213,-117.727033,90.0
835,35.65213,-117.727121,90.0
836,35.65213,-117.72721,90.0
837,35.65213,-117.727298,90.0
838,35.65213,-117.727386,90.0
839,35.65213,-117.727475,90.0
840,35.65213,-117.727563,90.0
841,35.65213,-117.727652,90.0
842,35.652131,-117.72774,90.0
843,35.652131,-117.727828,90.0
870,35.652131,-117.727917,90.0
871,35.652131,-117.727877,90.0
872,35.652131,-117.727966,90.0
873,35.652131,-117.728054,90.0
874,35.652131,-117.728142,90.0
875,35.652131,-117.728231,90.0
876,35.652132,-117.728319,90.0
877,35.652132,-117.728407,90.0
878,35.652132,-117.728496,90.0
879,35.652132,-117.728584,90.0
880,35.652133,-117.728673,90.0
881,35.652133,-117.728761,90.0
882,35.652133,-117.728849,90.0
883,35.652133,-117.728938,90.0
884,35.652133,-117.729026,90.0
885,35.652134,-117.729114,90.0
886,35.652134,-117.729203,90.0
887,35.652134,-117.729291,90.0
888,35.652134,-117.72938,90.0
889,35.652134,-117.729468,90.0
890,35.652135,-117.729556,90.0
891,35.652135,-117.729645,90.0
892,35.652135,-117.729733,90.0
893,35.652135,-117.729821,90.0
894,35.652135,-117.72991,90.0
895,35.652136,-117.729998,90.0
896,35.652136,-117.730087,90.0
897,35.652136,-117.730175,90.0
898,35.652136,-117.730263,90.0
899,35.652136,-117.730352,90.0
900,35.652137,-117.73044,90.0
901,35.652137,-117.730528,90.0
902,35.652137,-117.730617,90.0
903,35.652137,-117.730705,90.0
904,35.652138,-117.730794,90.0
905,35.652138,-117.730882,90.0
906,35.652138,-117.73097,90.0
907,35.652138,-117.731059,90.0
908,35.652138,-117.731147,90.0
909,35.652139,-117.731235,90.0
910,35.652139,-117.731324,90.0
911,35.652139,-117.731412,90.0
912,35.652139,-117.7315,90.0
913,35.652139,-117.731589,90.0
914,35.65214,-117.731677,90.0
915,35.65214,-117.731766,90.0
916,35.65214,-117.731854,90.0
917,35.65214,-117.731942,90.0
918,35.65214,-117.732031,90.0
919,35.652141,-117.732119,90.0
920,35.652141,-117.732207,90.0
921,35.652141,-117.732296,90.0
922,35.652141,-117.732384,90.0
923,35.652141,-117.732473,90.0
924,35.652142,-117.732561,90.0
925,35.652142,-117.732649,90.0
926,35.652142,-117.732738,90.0
927,35.652142,-117.732826,90.0
928,35.652143,-117.732914,90.0
929,35.652143,-117.733003,90.0
930,35.652143,-117.733091,90.0
931,35.652143,-117.73318,90.0
932,35.652143,-117.733268,90.0
933,35.652144,-117.733356,90.0
934,35.652144,-117.733445,90.0
935,35.652144,-117.733533,90.0
936,35.652144,-117.733621,90.0
937,35.652144,-117.73371,90.0
938,35.652145,-117.733798,90.0
939,35.652145,-117.733887,90.0
940,35.652145,-117.733975,90.0
941,35.652145,-117.734063,90.0
942,35.652145,-117.734152,90.0
943,35.652146,-117.73424,90.0
944,35.652146,-117.734328,90.0
945,35.652146,-117.734417,90.0
946,35.652146,-117.734505,90.0
947,35.652146,-117.734593,90.0
948,35.652147,-117.734682,90.0
949,35.652147,-117.73477,90.0
950,35.652147,-117.734859,90.0
951,35.652147,-117.734947,90.0
952,35.652147,-117.735035,90.0
953,35.652148,-117.735124,90.0
954,35.652148,-117.735212,90.0
955,35.652148,-117.7353,90.0
956,35.652148,-117.735389,90.0
957,35.652148,-117.735477,90.0
958,35.652149,-117.735566,90.0
959,35.652149,-117.735654,90.0
960,35.652149,-117.735742,90.0
961,35.652149,-117.735831,90.0
962,35.652149,-117.735919,90.0
963,35.65215,-117.736007,90.0
964,35.65215,-117.736096,90.0
965,35.65215,-117.736184,90.0
966,35.65215,-117.736273,90.0
967,35.652151,-117.736361,90.0
968,35.652151,-117.736449,90.0
969,35.652151,-117.736538,90.0
970,35.652151,-117.736626,90.0
971,35.652151,-117.736714,90.0
972,35.652152,-117.736803,90.0
973,35.652152,-117.736891,90.0
974,35.652152,-117.73698,90.0
975,35.652152,-117.737068,90.0
976,35.652152,-117.737156,90.0
977,35.652153,-117.737245,90.0
978,35.652153,-117.737333,90.0
979,35.652153,-117.737421,90.0
980,35.652153,-117.73751,90.0
981,35.652153,-117.737598,90.0
982,35.652154,-117.737686,90.0
983,35.652154,-117.737775,90.0
984,35.652154,-117.737863,90.0
985,35.652154,-117.737952,90.0
986,35.652154,-117.73804,90.0
987,35.652155,-117.738128,90.0
988,35.652155,-117.738217,90.0
989,35.652155,-117.738305,90.0
990,35.652155,-117.738393,90.0
991,35.652155,-117.738482,90.0
992,35.652156,-117.73857,90.0
993,35.652156,-117.738659,90.0
994,35.652156,-117.738747,90.0
995,35.652156,-117.738835,90.0
996,35.652156,-117.738924,90.0
997,35.652157,-117.739012,90.0
998,35.652157,-117.7391,90.0
999,35.652157,-117.739189,90.0
1000,35.652157,-117.739277,90.0
1001,35.652157,-117.739366,90.0
1002,35.652158,-117.739454,90.0
1003,35.652158,-117.739542,90.0
1004,35.652158,-117.739631,90.0
1005,35.652158,-117.739719,90.0
1006,35.652158,-117.739807,90.0
1007,35.652159,-117.739896,90.0
1008,35.652159,-117.739984,90.0
1009,35.652159,-117.740073,90.0
1010,35.652159,-117.740161,90.0
1011,35.652159,-117.740249,90.0
1012,35.65216,-117.740338,90.0
1013,35.65216,-117.740426,90.0
1014,35.65216,-117.740514,90.0
1015,35.65216,-117.740603,90.0
1016,35.65216,-117.740691,90.0
1017,35.652161,-117.740779,90.0
1018,35.652161,-117.740868,90.0
1019,35.652161,-117.740956,90.0
1020,35.652161,-117.741045,90.0
1021,35.652161,-117.741133,90.0
1022,35.652162,-117.741221,90.0
1023,35.652162,-117.74131,90.0
1024,35.652162,-117.741398,90.0
1025,35.652162,-117.741486,90.0
1026,35.652162,-117.741575,90.0
1027,35.652163,-117.741663,90.0
1028,35.652163,-117.741752,90.0
1029,35.652163,-117.74184,90.0
1030,35.652163,-117.741928,90.0
1031,35.652163,-117.742017,90.0
1032,35.652164,-117.742105,90.0
1033,35.652164,-117.742193,90.0
1034,35.652164,-117.742282,90.0
1035,35.652164,-117.74237,90.0
1036,35.652164,-117.742459,90.0
1037,35.652165,-117.742547,90.0
1038,35.652165,-117.742635,90.0
1039,35.652165,-117.742724,90.0
1040,35.652165,-117.742812,90.0
1041,35.652165,-117.7429,90.0
1042,35.652166,-117.742989,90.0
1043,35.652166,-117.743077,90.0
1044,35.652166,-117.743165,90.0
1045,35.652166,-117.743254,90.0
1046,35.652166,-117.743342,90.0
1047,35.652167,-117.743431,90.0
1048,35.652167,-117.743519,90.0
1049,35.652167,-117.743607,90.0
1050,35.652167,-117.743696,90.0
1051,35.652167,-117.743784,90.0
1052,35.652168,-117.743872,90.0
1053,35.652168,-117.743961,90.0
1054,35.652168,-117.744049,90.0
1055,35.652168,-117.744138,90.0
1056,35.652168,-117.744226,90.0
1057,35.652169,-117.744314,90.0
1058,35.652169,-117.744403,90.0
1059,35.652169,-117.744491,90.0
1060,35.652169,-117.744579,90.0
1061,35.652169,-117.744668,90.0
1067,35.65217,-117.744756,90.0
1068,35.652169,-117.744693,90.0
1069,35.65217,-117.744782,90.0
1070,35.65217,-117.74487,90.0
1071,35.65217,-117.744958,90.0
1072,35.65217,-117.745047,90.0
1073,35.652171,-117.745135,90.0
1074,35.652171,-117.745224,90.0
1075,35.652171,-117.745312,90.0
1076,35.652171,-117.7454,90.0
1077,35.652171,-117.745489,90.0
1078,35.652172,-117.745577,90.0
1079,35.652172,-117.745665,90.0
1080,35.652172,-117.745754,90.0
1081,35.652172,-117.745842,90.0
1082,35.652172,-117.74593,90.0
1083,35.652173,-117.746019,90.0
1084,35.652173,-117.746107,90.0
1085,35.652173,-117.746196,90.0
1086,35.652173,-117.746284,90.0
1087,35.652173,-117.746372,90.0
1088,35.652174,-117.746461,90.0
1089,35.652174,-117.746549,90.0
1090,35.652174,-117.746637,90.0
1091,35.652174,-117.746726,90.0
1092,35.652175,-117.746814,90.0
1093,35.652175,-117.746903,90.0
1094,35.652175,-117.746991,90.0
1095,35.652175,-117.747079,90.0
1096,35.652175,-117.747168,90.0
1097,35.652176,-117.747256,90.0
1098,35.652176,-117.747344,90.0
1099,35.652176,-117.747433,90.0
1100,35.652176,-117.747521,90.0
1101,35.652176,-117.74761,90.0
1102,35.652177,-117.747698,90.0
1103,35.652177,-117.747786,90.0
1104,35.652177,-117.747875,90.0
1105,35.652177,-117.747963,90.0
1106,35.652177,-117.748051,90.0
1107,35.652178,-117.74814,90.0
1108,35.652178,-117.748228,90.0
1109,35.652178,-117.748317,90.0
1110,35.652178,-117.748405,90.0
1111,35.652178,-117.748493,90.0
1112,35.652179,-117.748582,90.0
1113,35.652179,-117.74867,90.0
1114,35.652179,-117.748758,90.0
1115,35.652179,-117.748847,90.0
1116,35.652179,-117.748935,90.0
1117,35.65218,-117.749023,90.0
1118,35.65218,-117.749112,90.0
1119,35.65218,-117.7492,90.0
1120,35.65218,-117.749289,90.0
1121,35.652181,-117.749377,90.0
1122,35.652181,-117.749465,90.0
1123,35.652181,-117.749554,90.0
1124,35.652181,-117.749642,90.0
1125,35.652181,-117.74973,90.0
1126,35.652182,-117.749819,90.0
1127,35.652182,-117.749907,90.0
1128,35.652182,-117.749996,90.0
1129,35.652182,-117.750084,90.0
1130,35.652182,-117.750172,90.0
1131,35.652183,-117.750261,90.0
1132,35.652183,-117.750349,90.0
1133,35.652183,-117.750437,90.0
1134,35.652183,-117.750526,90.0
1135,35.652183,-117.750614,90.0
1136,35.652184,-117.750703,90.0
1137,35.652184,-117.750791,90.0
1138,35.652184,-117.750879,90.0
1139,35.652184,-117.750968,90.0
1140,35.652184,-117.751056,90.0
1141,35.652185,-117.751144,90.0
1142,35.652185,-117.751233,90.0
1143,35.652185,-117.751321,90.0
1144,35.652185,-117.75141,90.0
1145,35.652185,-117.751498,90.0
1146,35.652186,-117.751586,90.0
1147,35.652186,-117.751675,90.0
1148,35.652186,-117.751763,90.0
1149,35.652186,-117.751851,90.0
1150,35.652187,-117.75194,90.0
1151,35.652187,-117.752028,90.0
1152,35.652187,-117.752116,90.0
1153,35.652187,-117.752205,90.0
1154,35.652187,-117.752293,90.0
1155,35.652188,-117.752382,90.0
1156,35.652188,-117.75247,90.0
1157,35.652188,-117.752558,90.0
1158,35.652188,-117.752647,90.0
1159,35.652188,-117.752735,90.0
1160,35.652189,-117.752823,90.0
1161,35.652189,-117.752912,90.0
1162,35.652189,-117.753,90.0
1163,35.652189,-117.753089,90.0
1164,35.652189,-117.753177,90.0
1165,35.65219,-117.753265,90.0
1166,35.65219,-117.753354,90.0
1167,35.65219,-117.753442,90.0
1168,35.65219,-117.75353,90.0
1169,35.65219,-117.753619,90.0
1170,35.652191,-117.753707,90.0
1171,35.652191,-117.753796,90.0
1172,35.652191,-117.753884,90.0
1173,35.652191,-117.753972,90.0
1174,35.652191,-117.754061,90.0
1175,35.652192,-117.754149,90.0
1176,35.652192,-117.754237,90.0
1177,35.652192,-117.754326,90.0
1178,35.652192,-117.754414,90.0
1179,35.652192,-117.754503,90.0
1180,35.652193,-117.754591,90.0
1181,35.652193,-117.754679,90.0
1182,35.652193,-117.754768,90.0
1183,35.652193,-117.754856,90.0
1184,35.652193,-117.754944,90.0
1185,35.652194,-117.755033,90.0
1186,35.652194,-117.755121,90.0
1187,35.652194,-117.755209,90.0
1188,35.652194,-117.755298,90.0
1189,35.652194,-117.755386,90.0
1190,35.652195,-117.755475,90.0
1191,35.652195,-117.755563,90.0
1192,35.652195,-117.755651,90.0
1193,35.652195,-117.75574,90.0
1194,35.652195,-117.755828,90.0
1195,35.652196,-117.755916,90.0
1196,35.652196,-117.756005,90.0
1197,35.652196,-117.756093,90.0
1198,35.652196,-117.756182,90.0
1199,35.652196,-117.75627,90.0
1200,35.652197,-117.756358,90.0
1201,35.652197,-117.756447,90.0
1202,35.652197,-117.756535,90.0
1203,35.652197,-117.756623,90.0
1204,35.652197,-117.756712,90.0
1205,35.652198,-117.7568,90.0
1206,35.652198,-117.756889,90.0
1207,35.652198,-117.756977,90.0
1208,35.652198,-117.757065,90.0
1209,35.652198,-117.757154,90.0
1210,35.652199,-117.757242,90.0
1211,35.652199,-117.75733,90.0
1212,35.652199,-117.757419,90.0
1213,35.652199,-117.757507,90.0
1214,35.6522,-117.757595,90.0
1215,35.6522,-117.757684,90.0
1216,35.6522,-117.757772,90.0
1217,35.6522,-117.757861,90.0
1218,35.6522,-117.757949,90.0
1219,35.652201,-117.758037,90.0
1220,35.652201,-117.758126,90.0
1221,35.652201,-117.758214,90.0
1222,35.652201,-117.758302,90.0
1223,35.652201,-117.758391,90.0
1224,35.652202,-117.758479,90.0
1225,35.652202,-117.758568,90.0
1226,35.652202,-117.758656,90.0
1227,35.652202,-117.758744,90.0
1228,35.652202,-117.758833,90.0
1229,35.652203,-117.758921,90.0
1230,35.652203,-117.759009,90.0
1231,35.652203,-117.759098,90.0
1232,35.652203,-117.759186,90.0
1233,35.652203,-117.759275,90.0
1234,35.652204,-117.759363,90.0
1235,35.652204,-117.759451,90.0
1236,35.652204,-117.75954,90.0
1237,35.652204,-117.759628,90.0
1238,35.652204,-117.759716,90.0
1239,35.652205,-117.759805,90.0
1240,35.652205,-117.759893,90.0
1241,35.652205,-117.759982,90.0
1242,35.652205,-117.76007,90.0
1243,35.652205,-117.760158,90.0
1244,35.652205,-117.760247,90.0
1245,35.652206,-117.760335,90.0
1246,35.652206,-117.760423,90.0
1247,35.652206,-117.760512,90.0
1248,35.652206,-117.7606,90.0
1249,35.652206,-117.760688,90.0
